model_id,isDescribable,description
00026309,True,A rectangular block with rounded edges and a recessed rectangular feature on one side.
00022869,True,A cylindrical disc with four evenly spaced holes and a central recessed feature.
00026231,True,A tapered block with a triangular cutout and rounded edges.
00028592,True,A cylindrical rod with chamfered ends and a hexagonal recess on one side.
00021567,True,A stepped L-shaped block with a vertical rectangular extension.
00029319,True,A rectangular block with a semi-circular cutout and a protruding hexagonal feature.
00028880,True,A flat square plate with four rectangular tabs extending from the edges.
00020160,True,A cylindrical rod with a flared head and a recessed hexagonal socket.
00029628,True,A flat rectangular plate with two slots and a circular hole.
00026628,True,A curved blade-like object with a cylindrical handle and a flat base.
00025733,True,"A flat, trapezoidal plate with five circular holes."
00020378,True,A rectangular block with a central cutout and angled sides.
00021289,True,A flat square plate with a central recessed circular feature and a square cutout.
00021345,True,A rectangular block with a central circular hole and stepped features on one side.
00022269,True,A long cylindrical rod with a square flange and a central recessed feature.
00020754,True,A hexagonal nut with a flared base and a central threaded hole.
00026069,True,A hollow cylindrical tube with a tapered end and a circular opening.
00029529,True,A conical part with a central hole and a recessed base.
00025770,True,A tapered cylindrical rod with a small central hole on one end.
00020412,True,A rectangular block with a central cutout and angled sides.
00022904,True,A bracket with a cylindrical loop and two mounting holes on a flat base.
00026298,True,A flat rectangular plate with a perpendicular mounting bracket featuring two holes.
00020587,True,A flat oval gasket with two mounting holes and a central large cutout.
00028802,True,A curved bracket with two mounting holes.
00027623,True,A cylindrical disc with multiple through holes and a central protruding hub.
00021038,True,A wheel-like object with a central hub and multiple holes.
00020371,True,An oval flange with two mounting holes and a central circular opening.
00020116,True,An L-shaped hex key.
00025464,True,Two connected circular discs with central holes and a thin connecting rod.
00029089,True,An L-shaped bracket with a large central hole and multiple smaller mounting holes.
00027602,True,A cylindrical rod with a flanged head and a slotted feature on the head.
00021275,True,A flat rectangular plate with a cylindrical knob protruding from one side.
00025228,True,A U-shaped bracket with two holes on each vertical face.
00027889,True,A rectangular bracket with two circular holes and a central curved cutout.
00027196,True,"A pair of elongated, tapered arms with circular holes at each end, connected by a central cylindrical joint."
00020481,True,A twisted metal bracket with flanges at both ends.
00022851,True,A circular disc with six evenly spaced holes and a central recessed feature.
00021685,True,A rectangular block with a central cutout and stepped features on one side.
00028291,True,A pipe clamp with a circular opening and two mounting holes on a rectangular base.
00026604,True,A cylindrical clamp with two mounting holes and a semi-circular cutout.
00026664,True,"A flat, elongated bracket with two parallel slots and circular holes at each end."
00027609,True,A circular flange with a central hole and four surrounding bolt holes.
00025185,True,A stepped rectangular block with a circular hole on the top step.
00024026,True,A T-shaped bracket with a cylindrical base and two extended arms.
00020324,True,A rectangular block with a central cylindrical rod and a square base with four corner holes.
00022029,True,A tapered rectangular tube with a square opening and a flat protruding tab.
00024089,True,"A cylindrical body with a flat, irregularly shaped top and a central hole."
00026691,True,A U-shaped bracket with a cylindrical rod extending from one side.
00023460,True,"A rectangular block with rounded edges and a sloped face, featuring a circular hole on one side."
00028929,True,A rectangular block with a cylindrical rod and a U-shaped fork with holes.
00025128,True,A curved pipe with a cylindrical shape and open ends.
00026522,True,A flat rectangular plate with slightly beveled edges.
00028891,True,"A low-profile, multi-faceted dome with a flat base."
00026434,True,A cylindrical rod with a hexagonal socket head.
00025804,True,A rectangular block with a semi-cylindrical protrusion on one face.
00027164,True,A cylindrical rod with a flanged head and a hexagonal recess.
00024968,True,A cylindrical disc with four outer holes and a central recessed feature.
00022281,True,"A bracket with a flat base, angled support, and a circular hole."
00026516,True,A rectangular block with rounded edges and a small rectangular cutout on one face.
00029799,True,"A mechanical assembly with a rectangular block, cylindrical components, and multiple pins."
00028827,True,A cube with multiple cylindrical rods and small spheres attached on one side.
00028163,True,An abstract geometric structure with intersecting flat rectangular beams forming a zigzag pattern.
00027614,True,A round flange with a central cylindrical protrusion and multiple holes.
00025354,True,A cylindrical filter housing with a central inlet/outlet tube and a flange.
00021908,True,A rectangular block with a hollow interior and three holes on one face.
00027633,True,A tapered cylindrical knob with a flared end and a central groove.
00020535,True,A cylindrical spool with flanges and a central hole.
00020713,True,A wrench-like tool with a tapered handle and an open-ended spanner head.
00023773,True,A circular disc with four evenly spaced holes and a central recessed feature.
00026834,True,A rectangular block with three notches on one side and a rounded edge on the opposite side.
00022008,True,A bent rod structure with two parallel arms and a hooked end.
00025114,True,A lever arm with a circular hole at one end and a cylindrical protrusion at the other.
00024417,True,A rectangular block with a triangular prism on top and a protruding rod on one side.
00025199,True,A rectangular block with a recessed top surface and a protruding side tab.
00022701,True,A cylindrical wheel with a central hub and four circular cutouts.
00024838,True,A flat vertical blade with a crossguard and a tapered handle.
00027206,True,A wedge-shaped block with a recessed rectangular cavity on one side.
00020109,True,A C-shaped clip with a flat base and two protruding tabs.
00025468,True,A circular disc with a central recessed feature and multiple holes.
00021327,True,A cylindrical rod with a wide circular base and a central recessed feature.
00026649,True,A flat circular lid with two rectangular mounting tabs and a central recessed feature.
00025122,True,A U-shaped bracket with a cylindrical rod extending from the base.
00021138,True,A fish-shaped flat object with a tail fin and two cylindrical protrusions on top.
00026115,True,A hexagonal bolt with a cylindrical shaft.
00021158,True,A rectangular block with a stepped cutout and a circular hole.
00021905,True,A circular disc with a central hub and four evenly spaced holes.
00025492,True,A cylindrical connector with a central hole and side cutouts.
00021104,True,A rectangular block with a stepped cutout and a circular hole.
00023063,True,An L-shaped bracket with four circular holes and a cylindrical protrusion on one side.
00021160,True,An L-shaped bracket with a circular hole and a stepped cutout.
00027969,True,A corner bracket with a flat base and four mounting holes.
00023577,True,A corner bracket with four mounting holes and a curved edge.
00026133,True,"A bracket with a large central hole, two smaller mounting holes, and a tapered base."
00026882,True,A semi-cylindrical cap with a flat base and a hollow interior.
00021056,True,A flat oval flange with two mounting holes and a central circular opening.
00029668,True,"A long, cross-shaped column with fluted sides."
00022907,True,A square-based pyramid with recessed triangular features on each face.
00020271,True,A rectangular block with a cylindrical rod protruding from one side and a flat rectangular tab on another side.
00022495,True,"A rectangular block with a smaller rectangular block attached perpendicularly, each with a central hole."
00022324,True,"A bracket with a flat circular base, a vertical rectangular plate with a slot, and multiple holes."
00024512,True,A flat elongated tool with a circular hole at one end and a notched edge.
00021125,True,A flat circular flange with two mounting holes and a central large hole.
00025358,True,A U-shaped bracket with two cylindrical rods and mounting holes.
00022899,True,A circular disc with a central hub and multiple holes around the perimeter.
00027615,True,A hexagonal rod with a central through hole.
00028675,True,A cylindrical rod with a flared flange and a central through hole.
00028265,True,A rectangular hollow box with a slanted top and a circular hole on one face.
00027419,True,A flat square plate with rounded corners and evenly spaced holes near the edges.
00026987,True,An L-shaped bracket with a hole at one end and a tapered section.
00024025,True,An L-shaped bracket with a hook and a flat mounting surface.
00022284,True,"A bracket with a flat rectangular base, a triangular support, and a circular hole."
00021130,True,A flat circular flange with two mounting holes and a central large hole.
00026638,True,A tapered block with a central cylindrical hole and a wider base.
00020927,True,An oval gasket with a central hole and two smaller holes on each end.
00023236,True,A cylindrical rod with tapered ends and a central hexagonal cavity.
00028921,True,A hollow square pyramid with a flat top featuring four cylindrical protrusions.
00027125,True,A rectangular open box with sloped sides.
00028230,True,A cylindrical wheel with a central hole and a recessed groove.
00022342,True,A cylindrical rod with evenly spaced circular holes along its length.
00023444,True,A rectangular block with a cylindrical protrusion on top and a circular hole through the cylinder.
00027177,True,A cylindrical nut with a hexagonal recess and a tapered end.
00029578,True,A hex socket head bolt with a cylindrical shaft.
00025093,True,A flat circular disc with a central hole and multiple smaller holes around it.
00029244,True,"A rectangular bracket with a stepped profile, two through holes, and a curved cutout."
00028365,True,An L-shaped bracket with a slotted hole on one arm and a circular hole on the other.
00025148,True,A wedge-shaped block with two cylindrical protrusions on top.
00026640,True,A U-shaped clip with a circular loop at one end and tapered prongs at the other.
00021034,True,A flat circular flange with two mounting holes and a central circular opening.
00025726,True,A triangular prism with a central circular hole through its faces.
00026399,True,A rectangular block with a smaller rectangular extension and four legs.
00025193,True,A cube with large circular cutouts on each face and a spherical cavity inside.
00026261,True,A wedge-shaped tray with a raised edge on one side.
00025146,True,A hollow pyramid-shaped block with a circular protrusion on top and a circular cutout on one side.
00022325,True,"An L-shaped bracket with a rounded end, featuring multiple holes and a slotted cutout."
00025696,True,A long cylindrical rod with a central tapered section.
00028076,True,A rectangular block with multiple circular through holes of varying sizes.
00028451,True,A bolt with a hexagonal socket head and a cylindrical shaft.
00026548,True,A U-shaped bracket with mounting holes on the ends of the arms.
00022047,True,A circular disc with a central rod and multiple holes around the center.
00027704,True,A rectangular block with two square through holes on one face.
00024559,True,A wedge-shaped block with a cylindrical protrusion on top and a hollow underside.
00021712,True,"A flat rectangular plate with rounded corners, multiple circular holes, and a central recessed feature."
00028628,True,A right-angled bracket with a sloped support and two mounting holes.
00022446,True,A flat bracket with a central arm and circular holes at each end.
00029641,True,A curved bracket with two mounting holes at each end.
00027142,True,A hexagonal nut with a cylindrical extension and a central hole.
00023582,True,A bolt with a hexagonal socket head and a stepped cylindrical shaft.
00029906,True,A lever with a cylindrical handle and a tapered body featuring a through hole at the wider end.
00021015,True,A flat rectangular block with rounded corners.
00025788,True,A flat rectangular plate with four corner holes.
00029044,True,A flat square plate with a central circular hole and four corner holes.
00027974,True,A flat square plate with a central circular hole and four corner holes.
00021671,True,A tapered rod with a central hourglass-shaped cutout.
00028441,True,A cylindrical object with a slightly tapered shape.
00021217,True,A flat circular lid with a square base and a central recessed feature.
00025562,True,An L-shaped bracket with a large central hole and multiple smaller holes.
00021381,True,A cylindrical rod with a flat rectangular extension and a small cylindrical protrusion.
00023048,True,A cylindrical drum with a central protruding rod and an internal recessed feature.
00026892,True,A lever with a cylindrical pivot and a hooked end.
00022804,True,A circular disc with five evenly spaced holes.
00027446,True,A square-based pyramid with a hollow underside and four small holes on the top surface.
00022635,True,A circular disc with multiple through holes and a central recessed feature.
00025480,True,A tapered square post with a hollow square base and side holes.
00025100,True,A flat circular disc with a smaller cylindrical protrusion and multiple holes.
00029708,True,"A bracket with a vertical support, two mounting holes, and an angled extension."
00027927,True,A flat rectangular plate with four rectangular cutouts.
00020534,True,A cylindrical spool with flanges and a central hole.
00026207,True,A flat rectangular plate with rounded corners and a slightly raised edge.
00025507,True,"A long, thin cylindrical rod with a V-shaped groove along its length."
00021128,True,A flat circular flange with two mounting holes and a central circular opening.
00026351,True,A T-shaped handle with a cylindrical rod and a perpendicular crossbar.
00025803,True,A rectangular tray with a central cylindrical ridge.
00020790,True,A cylindrical component with a hexagonal flange and a domed end.
00025331,True,A cylindrical wheel with multiple circular holes and a central hub.
00028689,True,A square plate with four cylindrical posts at each corner.
00021696,True,"A flat, irregularly shaped plate with a large central hole and multiple smaller holes."
00022838,True,A circular disc with a central hub and multiple holes around the perimeter.
00029972,True,A cylindrical disc with a central hexagonal cutout and two circular holes on the side.
00026831,True,"A wedge-shaped block with a rounded top, a circular hole on one side, and a flat base."
00022083,True,A cylindrical wheel with four circular cutouts and a central hub.
00022179,True,A cylindrical sleeve with a concentric inner hole.
00021023,True,A flat oval plate with two mounting holes and a central circular cutout.
00021670,True,"A long, thin, tapered rod with a triangular cross-section."
00021153,True,An L-shaped bracket with a circular hole and a stepped cutout.
00023806,True,A hexagonal-headed bolt with a cylindrical shaft.
00020594,True,A flat oval gasket with a central large hole and two smaller holes on each end.
00024984,True,A flat semicircular plate with a rectangular extension and a circular hole.
00020558,True,A cylindrical container with a central rod and multiple circular holes on the bottom.
00020005,True,A cylindrical clamp with a semi-circular cutout and two mounting holes.
00027170,True,A cylindrical rod with a hexagonal socket head.
00027028,True,"A flat, elongated rectangular plate with two square cutouts."
00022587,True,A rectangular block with a stepped cutout on one side.
00029946,True,A double-looped clamp with a central mounting feature.
00025814,True,A hollow octagonal ring with a recessed inner feature.
00025069,True,A flat rectangular plate with rounded corners and four corner holes.
00028726,True,A cylindrical block with a smaller vertical cylinder on top and two holes through the base.
00029624,True,An L-shaped bracket with a uniform cross-section.
00026395,True,A Y-shaped bracket with two holes and a central curved cutout.
00021535,True,A rectangular block with four circular holes on one face.
00020405,True,A cylindrical component with multiple flanges and a central shaft.
00022048,True,A cylindrical disc with multiple circular holes and a central recessed feature.
00025266,True,A U-shaped bracket with two cylindrical sections and a central hole.
00022517,True,A circular disc with multiple through holes and a central recessed feature.
00027050,True,A flat circular lid with two rectangular mounting tabs and a central recessed feature.
00025039,True,A cylindrical object with a central through hole and rounded ends.
00020875,True,A cylindrical component with a central raised hub and multiple holes on the top face.
00025918,True,A circular wheel with three spokes and a central square hub.
00025816,True,A cylindrical pipe connector with a flanged base and bolt holes.
00029404,True,An L-shaped bracket with two circular holes on each face.
00024447,True,A rectangular block with a sloped top surface and a recessed groove along one edge.
00026529,True,A teardrop-shaped flat plate with a central hole.
00026322,True,A tapered rectangular channel with flared edges.
00026462,True,A cube with a cylindrical rod protruding from one face and a circular recessed feature around the rod.
00021014,True,A wedge-shaped block with rounded edges and a flat base.
00020280,True,A cylindrical wheel-like object with a central hole and internal spokes.
00027677,True,A rectangular block with a curved hook-like feature and a central hole.
00027319,True,A knife with a serrated handle and a curved blade.
00026666,True,A curved bracket with a circular hole at one end and a flat base.
00025553,True,A wedge-shaped block with a circular hole through one end.
00026117,True,A cylindrical rod with a square base and a threaded top section.
00026314,True,A flat circular lid with multiple holes and a central recessed feature.
00020925,True,A flat circular flange with two mounting holes and a central large hole.
00028208,True,A triangular bracket with a central cutout and two circular holes.
00027118,True,A cylindrical cap with a U-shaped cutout on one side.
00023774,True,A U-shaped bracket with two parallel plates and two holes on each plate.
00020489,True,"A flat, irregularly shaped base with a dome-like cover on one end."
00026146,True,A rectangular block with a recessed central area and four corner holes.
00028142,True,A set of flat rectangular plates with holes and small cylindrical spacers.
00022866,True,A circular disc with multiple holes and a central recessed feature.
00024863,True,A rectangular block with a cylindrical protrusion on top and a triangular cutout at the bottom.
00020914,True,An oval flange with two mounting holes and a central circular cutout.
00020672,True,A U-shaped bracket with circular holes on the sides and a central hole on the base.
00026087,True,A bent metal bracket with a hook on one end and a flat base.
00026200,True,A spool-shaped object with a central hexagonal hole and flared ends.
00021231,True,A stepped cylindrical shaft with multiple flanges and a central hole.
00020761,True,Two intersecting flat rectangular plates forming a cross shape.
00028392,True,A flat square plate with multiple circular holes arranged in a pattern.
00022665,True,A cylindrical disc with three through holes and a central recessed feature.
00021029,True,A flanged pipe connector with two mounting holes and a central circular opening.
00027541,True,A square plate with a central cylindrical protrusion and multiple small holes.
00029159,True,A flat rectangular plate.
00021450,True,"A flat, irregularly shaped plate with multiple circular holes and a large central cutout."
00029967,True,A cylindrical holder with a hexagonal cutout on top and multiple circular compartments inside.
00021781,True,A hexagonal nut with a central circular hole.
00024042,True,A curved bracket with two mounting holes at each end.
00023052,True,"A goblet-shaped object with a flared top and base, and a central cylindrical section."
00025960,True,A cylindrical component with multiple flanges and a central shaft.
00024860,True,An L-shaped bracket with a slotted hole and multiple circular holes.
00028363,True,A bracket-like component with a curved hook and a rectangular base featuring a through hole.
00024163,True,A cylindrical wheel with a central hub and three circular holes.
00027690,True,A flat rectangular plate with rounded corners and a recessed border.
00021514,True,A cylindrical connector with multiple stepped sections and a central through hole.
00020904,True,A flat oval flange with two mounting holes and a central circular cutout.
00025479,True,A wedge-shaped block with a stepped profile and a central groove.
00029379,True,A circular flange with multiple holes and a central raised ring.
00027017,True,A flat rectangular plate with rounded corners.
00022057,True,A circular disc with a central raised hub and multiple holes around the perimeter.
00021835,True,"A hollow, tapered hexagonal funnel with an open end and a smaller closed end."
00021719,True,A rectangular container with an open top and a small handle on one side.
00028593,True,A cylindrical rod with chamfered ends and a hexagonal recess on one end.
00029938,True,A hexagonal prism with a tapered end.
00022830,True,A cylindrical wheel with four circular holes and a central hub.
00021131,True,A flat circular flange with two mounting holes and a central circular opening.
00025495,True,A rectangular block with a protruding rectangular tab on one side.
00029436,True,A cylindrical object with two sections and a central rod protruding from one end.
00026590,True,"A long, cross-shaped column with fluted sides."
00021930,True,A cylindrical disc with a central hole and six surrounding holes.
00022598,True,A wedge-shaped bracket with a rectangular cutout and a circular hole on one face.
00025941,True,A rectangular frame with a cylindrical protrusion on one side.
00020449,True,"An oval gasket with three holes, including a large central hole and two smaller holes on the sides."
00025350,True,"A wedge-shaped bracket with a rounded end, featuring a central hole and a slot."
00021491,True,A flat T-shaped bracket with a cylindrical protrusion and mounting holes.
00022492,True,A circular disc with multiple through holes and a central recessed feature.
00025349,True,A rectangular block with a central slot and two holes on one face.
00027520,True,A flat rectangular panel with a protruding tab and a stepped edge.
00020701,True,"A curved, elongated bracket with a flat base and a slightly tapered end."
00020094,True,A cube with a central through hole on one face.
00026685,False,
00029392,True,A rectangular block with two through holes.
00029605,True,An L-shaped bracket with a vertical flange and a horizontal base.
00027504,True,A bracket with a cylindrical hinge and two mounting holes on a flat base.
00022248,True,A bracket with a mounting hole and a sloped support.
00021657,True,A set of four parallel cylindrical tubes with a shared base.
00028557,True,A hexagonal nut with a central circular hole.
00028747,True,A rectangular block with rounded edges and a central rectangular cavity.
00024973,True,A flat circular lid with two rectangular mounting tabs and a central recessed feature.
00022861,True,A cylindrical wheel with a central hub and multiple circular cutouts.
00025377,True,A U-shaped bracket with a central hole and two parallel cylindrical sections.
00029634,True,A U-shaped bracket with mounting holes on the flanges.
00026143,True,"A flat, irregularly shaped bracket with a circular hole and a notched edge."
00027171,True,A cylindrical rod with a hexagonal socket head and a flange.
00029802,True,A rectangular block with a curved underside and two holes on the top surface.
00022154,True,"A bracket with a flat mounting plate, a triangular support, and a circular hole."
00024067,True,"A long, cross-shaped rod with a central groove along its length."
00026706,True,A rectangular block with one end tapered and a concave cutout on the tapered face.
00024162,True,A square-based pyramid with a hollow interior and circular holes on the sides.
00027744,True,A cylindrical wheel rim with flared edges and a hollow center.
00024987,True,A circular disc with a central hub and multiple holes.
00021031,True,A flat circular flange with two mounting holes and a central circular opening.
00029012,True,"A flat, triangular plate with rounded corners."
00021529,True,A hollow rectangular prism with rounded edges and open ends.
00021290,True,A bracket with a U-shaped groove on top and a wide base.
00024941,True,A cylindrical disc with four equally spaced holes and a central recessed feature.
00020565,True,A cylindrical component with a tapered arm featuring multiple holes.
00023620,True,A cylindrical wheel with a central hub and internal spokes.
00021543,True,A bolt with a hexagonal socket head and a cylindrical shaft.
00021141,True,A flat circular plate with two symmetrical mounting holes and a central circular cutout.
00021358,True,An L-shaped bracket with a circular hole and a stepped edge.
00022482,True,A circular disc with multiple through holes and a central recessed feature.
00026983,True,A flat rectangular plate with two elongated slots and two small circular holes.
00025826,True,A cylindrical pipe connector with a flange and bolt holes.
00027104,True,A rectangular block with a central groove and four corner holes on the top surface.
00024560,True,A hollow pyramid-shaped structure with a circular protrusion on top and an open base.
00029323,True,A rectangular block with a cylindrical cavity on top and a protruding pipe on one side.
00025411,True,A cylindrical component with multiple flanges and a central shaft.
00025889,True,A circular flange with multiple holes and a central protruding cylindrical rod.
00027733,True,A flat rectangular plate with rounded edges and an elongated central slot.
00027564,True,"A long, thin rectangular block."
00024704,True,An L-shaped bracket with a circular hole on each end.
00029288,True,"A flat, elongated bracket with two circular holes and a tapered end."
00028158,True,A curved rectangular sheet with flared edges.
00025640,True,A cylindrical ring with a recessed inner section and a thicker outer rim.
00027724,True,A U-shaped bracket with a triangular support on one side.
00020174,True,A flat rectangular plate with a curved hook and a rectangular tab underneath.
00028253,True,A cylindrical rod with a flanged end and a hollow interior.
00023405,True,A Y-shaped bracket with curved arms and a central flat section.
00029059,True,A V-shaped bracket with multiple holes along its length.
00025496,True,A teardrop-shaped flat plate with uniform thickness.
00020935,True,A flat circular flange with two mounting holes and a central large hole.
00027132,True,A stepped rectangular block with a groove along its length.
00026541,True,A cylindrical rod with a flanged end and a separate cylindrical sleeve.
00027994,True,"A thin, elongated rectangular plate with a slight taper on one side."
00026441,True,A flat square frame with rounded corners and a rectangular cutout.
00020189,True,A long cylindrical rod with a central hole and stepped features along its length.
00025378,True,A U-shaped bracket with a central hole and two parallel arms with holes.
00021437,True,"A flat, irregularly shaped plate with rounded corners and five through holes."
00024002,True,A cylindrical cap with a recessed top and a small notch on the side.
00022319,True,"A right-angled bracket with a circular base, central hole, and a vertical plate with a rectangular slot."
00028901,True,A triangular bracket with three cylindrical protrusions on one face.
00024304,True,"A tapered, curved blade-like object with a notch and a flat base."
00028709,True,"A flat key-like object with a circular head and a rectangular shaft, featuring a hole near the head."
00021875,True,A flat circular disc with multiple holes and a central recessed feature.
00020467,True,A flat rectangular base with a cylindrical protrusion featuring a central hole.
00027807,True,An L-shaped bracket with multiple circular holes on each face.
00028723,True,A cylindrical wheel with a central hole and a recessed circular feature.
00025651,True,A square block with four corner holes and a central semi-circular cutout on one side.
00020604,True,A flat circular flange with two mounting holes and a central circular cutout.
00020400,True,A rectangular box with a hexagonal hole on one side.
00025117,True,A flat rectangular plate with notches on two opposite edges.
00023073,True,A hemispherical cap with a flat circular base and a central cutout.
00025633,True,A cylindrical bracket with a mounting hole and an extended arm.
00021073,True,An oval flange with two mounting holes and a central circular opening.
00029753,True,A U-shaped bracket with holes on each side for mounting.
00028004,True,An L-shaped bracket with two mounting holes on each face.
00020536,True,"A cylindrical component with a central rod and flanged ends, resembling a mechanical coupling."
00024591,True,A T-shaped pipe connector with cylindrical branches and central through holes.
00025973,True,"A flat, trapezoidal plate with four corner holes."
00024716,True,A flat rectangular panel with a stepped cutout on one edge.
00028299,True,A bent cylindrical pipe with a partial cutout along its length.
00022071,True,A cylindrical disc with four evenly spaced holes around a central recessed feature.
00021028,True,A flat circular flange with two mounting holes and a central circular cutout.
00020969,True,A rectangular bracket with a central hole and two raised blocks on one side.
00020104,True,A cylindrical bearing with an inner ring and outer ring.
00023163,True,An I-beam shaped bracket with a central slot and flanges.
00022395,True,A cylindrical tube with multiple circular cutouts and a large hole at one end.
00021194,True,A tapered cylindrical rod with a hexagonal cross-section.
00021156,True,"A block with a central hole, a stepped cutout, and a protruding tab."
00021352,True,A heart-shaped flat piece with two rectangular extensions at the bottom.
00023160,True,A cylindrical object with rounded ends and a central through hole.
00024169,True,A circular disc with four holes and a central recessed feature.
00021146,True,A rectangular bracket with a central circular hole and a stepped cutout.
00024074,True,A square base with a central cylindrical rod and four corner holes.
00027863,True,A flat hexagonal plate with four through holes.
00027436,True,A bracket with a flat mounting plate and a curved clamp section.
00020966,True,An L-shaped bracket with a circular hole and a stepped feature.
00021054,True,A flat circular plate with two opposing mounting tabs and a central hole.
00022038,True,A cylindrical wheel with a central hole and multiple smaller holes around it.
00023220,True,A hexagonal tapered rod with a central through hole.
00026066,True,A bent cylindrical rod with a tapered end.
00022520,True,A rectangular block with a hollow interior and two holes on one face.
00026520,True,A flat rectangular block with slightly rounded edges.
00021608,True,A cylindrical rod with a forked end and a curved cutout.
00029179,True,A flat square plate with rounded corners and three circular holes.
00028393,True,A flat square plate with multiple circular holes arranged in a pattern.
00026699,True,A hemisphere attached to a rectangular block with a small cutout on the flat face.
00024737,True,A circular disc with multiple holes and a central raised feature.
00025181,True,"A cube with large circular cutouts on each face, forming a hollow structure."
00024466,True,A bent bracket with mounting holes at each end.
00026033,True,"A cylindrical block with a flat base, featuring multiple holes on the top and side surfaces."
00029251,True,"A bracket with a vertical mounting hole, a horizontal slot, and an L-shaped profile."
00024902,True,A rectangular block with a cylindrical protrusion on top and a triangular recess on the bottom.
00023371,True,A wedge-shaped block with a curved top and a central groove.
00029075,True,A symmetrical double-flanged pulley with a central shaft.
00022015,True,A cylindrical container with a small hole near the top and a recessed base.
00029611,True,A bolt with a hexagonal socket head and a partially threaded shaft.
00029798,True,A flat rectangular plate with two cylindrical protrusions on one side.
00022190,True,A rectangular block with a central square cutout and a vertical slot on one side.
00028251,True,A hexagonal nut with a flanged base and a central threaded hole.
00026784,True,An L-shaped bracket with a rectangular cutout at the base.
00022376,True,A stepped cylindrical shaft with multiple hexagonal sections and a central flange.
00021147,True,A rectangular block with a central circular hole and a stepped cutout on one side.
00027686,True,A rectangular plate with rounded corners and four corner holes.
00021995,True,A circular disc with multiple holes and a central recessed feature.
00021232,True,A flat triangular plate with rounded corners and a central hole.
00021133,True,An oval flange with two mounting holes and a central circular opening.
00029054,True,A flat rectangular plate with multiple circular holes.
00025347,True,A circular disc with multiple holes and a central recessed feature.
00021734,True,A rectangular block with four corner holes and a central groove on one face.
00021624,True,A concave square plate with curved edges and a central square cutout.
00028249,True,A flat square plate with rounded corners and multiple circular holes.
00021079,True,A rectangular block with a stepped cutout and a circular hole.
00028668,True,A rectangular block with a rounded corner and a U-shaped cutout on one side.
00028364,True,A T-shaped bracket with a curved hook and a through hole in the stem.
00026147,True,A hexagonal base with a central cylindrical rod and a square top plate with a circular cutout.
00021071,True,A rectangular block with a central circular hole and stepped features on one side.
00028923,True,A rectangular block with two cylindrical protrusions on top and a triangular recess underneath.
00028639,True,A cube with a cylindrical protrusion on top and a rectangular cutout on one side.
00023356,True,A curved bracket with a central slot and flat ends.
00021860,True,A hollow cylindrical tube with a tapered end.
00025376,True,A rectangular block with a central circular hole and a stepped feature on one side.
00024133,True,A cylindrical pipe connector with a flanged base and multiple bolt holes.
00021845,True,A hinge-like component with a cylindrical base and two parallel arms with holes.
00020915,True,A cylindrical clamp with two mounting holes on flanges.
00026893,True,A tapered arm with a cylindrical base and a notched end.
00028529,True,A cylindrical object with rounded ends and a central through hole.
00020213,True,A cross-shaped pipe connector with four cylindrical openings and a central circular hole.
00024523,True,A long cylindrical rod with a tapered end.
00020608,True,A flat oval flange with a central circular hole and two smaller holes on the sides.
00023103,True,A rectangular block with two L-shaped legs on opposite sides.
00026583,True,"A bracket with a right-angle profile, featuring multiple holes and a central slot."
00026152,True,A double-flanged pulley with a central hole.
00021027,True,A flat oval gasket with two circular mounting holes and a central large hole.
00028446,True,A cylindrical rod with a hexagonal socket head.
00029867,True,A cylindrical rod with a flanged head and a recessed end.
00028859,True,A flat square plate with a central circular hole.
00022569,True,A U-shaped bracket with angled sides and a flat base.
00022774,True,"A rectangular box with a sloped top, internal divider, and circular cutouts on the sides."
00027617,True,A cylindrical rod with a hexagonal head and a central through hole.
00023410,True,A flat circular flange with two mounting holes and a central large hole.
00022317,True,An L-shaped bracket with a circular base featuring multiple holes and a slotted vertical face.
00028189,True,A cylindrical rod with a helical groove.
00026086,True,"A flat, elongated bracket with two right-angle bends at each end."
00023184,True,A hexagonal nut with a central through hole.
00027917,True,"A flat, elongated plate with a rounded end and a tapered edge."
00024862,True,A rectangular block with a cylindrical protrusion on top and a triangular cutout at the bottom.
00024870,True,A wedge-shaped block with two cylindrical protrusions on top.
00021270,True,A flat circular flange with two mounting holes and a central circular opening.
00026080,True,A double-layered circular lid with a smaller attached circular section and a small hole on the smaller section.
00024646,True,A tapered cylindrical rod with stepped ends and a central recessed feature.
00029150,True,A hollow rectangular bracket with a rounded top and multiple circular holes.
00027465,True,A rectangular plate with a central hole and four corner holes.
00026934,True,A bracket with a cylindrical protrusion and multiple mounting holes.
00022624,True,A circular disc with multiple holes and a central recessed feature.
00029024,True,A flat rectangular plate with three large circular cutouts and a notch on one side.
00027186,True,An L-shaped bracket with multiple holes and a protruding tab.
00024213,True,A cylindrical component with a recessed top surface and multiple circular holes.
00027599,True,A cylindrical rod with a flanged end and a central through hole.
00023517,True,A tapered hollow cylindrical sleeve with a small hole near the base.
00022412,True,"A cylindrical spool with flanges on both ends, each having multiple circular holes."
00023200,True,A cylindrical rod with tapered ends and a central through hole.
00024566,True,A cylindrical hinge bracket with a triangular mounting plate and a hole.
00021720,True,A rectangular block with a stepped profile and a central through hole.
00024736,True,"A circular disc with a central hub and multiple holes, resembling a pulley or gear."
00026128,True,A semi-circular block with a central hole and additional smaller holes around it.
00021048,True,A rod with a triangular flange featuring three holes and a central recessed feature.
