model_id,isDescribable,description,token_count
00035897,True,A cylindrical rod with a curved bracket and a rectangular base.,888
00033482,True,A hollow square tube with open ends.,888
00031055,True,An angled bracket with a hook-like feature and a flat base.,888
00039249,True,A rectangular block with an arrow-shaped protrusion on top.,888
00031274,True,A hollow hexagonal prism with tapered sides.,888
00031297,True,A cross-shaped block with a central cutout.,888
00032440,True,A rectangular block with a smaller rectangular protrusion on top and a wider base.,888
00037041,True,A U-shaped bracket with mounting holes on each end and a central hole on the base.,888
00039083,True,A teardrop-shaped bracket with two circular holes of different sizes.,888
00037011,True,A cylindrical container with a hexagonal outer profile and a central cylindrical protrusion on top.,888
00034532,True,"A lever-like component with a circular base, an extended arm with a hole, and a protruding cylindrical peg.",888
00036037,True,A cylindrical rod with a hexagonal bolt head at one end.,888
00037072,True,"A T-shaped bracket with a long arm and a rectangular base, featuring a small hole near the end of the arm.",888
00037903,True,A cylindrical component with a central cross-shaped cutout and a recessed middle section.,888
00030205,True,A twisted loop with a tapered profile.,888
00032916,True,A hexagonal screwdriver handle with a tapered grip and a hole near one end.,888
00034244,True,A cylindrical object with a central hole and tapered ends.,888
00032046,True,A triangular bracket with a large central circular hole and three smaller mounting holes.,888
00034958,True,"A flat, irregularly shaped plate with multiple holes and a notched edge.",888
00030228,True,Two cylindrical rods with rounded ends and central grooves.,888
00034066,True,"A long, cross-shaped rod with a central cavity and four cylindrical extensions.",888
00038758,True,A bracket with a curved hook and a mounting hole.,888
00034594,True,A curved pipe connector with a mounting clamp and a hole on the top surface.,888
00035045,True,A cylindrical tool with a notched cup-like end and a long handle.,888
00030963,True,"A tall, narrow frame with two vertical rods connected by a horizontal bar.",888
00038271,True,A wedge-shaped block with a central groove and flat ends.,888
00031574,True,"A pair of curved, L-shaped brackets with flat bases.",888
00037927,True,A cylindrical plug with a cross-shaped recess on one end.,888
00033351,True,A cylindrical wheel with multiple circular holes on one face.,888
00030200,True,A cylindrical rod with a flared head and a recessed feature on one end.,888
00031134,True,"A flat, elongated paddle-like object with a narrow handle and rounded end.",888
00038962,True,A cylindrical clamp with a semi-circular cutout and two mounting holes.,888
00036464,True,A cube with two cylindrical protrusions on one face and a recessed square feature on the opposite face.,888
00032484,True,A curved bracket with two mounting holes and a central recessed area.,888
00039602,True,A rectangular block with a central circular cutout and a slot extending from the edge to the cutout.,888
00034500,True,"A cylindrical component with a central hole, recessed top, and two opposing cutouts on the rim.",888
00030563,True,A rod with a circular eyelet featuring a central hole.,888
00038513,True,A cylindrical disc with multiple holes around a central hole.,888
00038620,True,"A V-shaped bracket with three cylindrical mounts, each having a through hole.",888
00035445,True,A flat cross-shaped plate.,888
00031993,True,An L-shaped bracket with a mounting hole and a diagonal support flange.,888
00035948,True,A T-shaped bracket with a central vertical support and a horizontal top section.,888
00030164,True,A rectangular block with a central diamond-shaped cutout and multiple circular holes.,888
00038528,True,A flat circular disc with a central hole and a small hole near the edge.,888
00035443,True,A flat cross-shaped plate.,888
00032414,True,A cylindrical pipe with a square flange at the base.,888
00039888,True,A cylindrical pipe with a flanged base and mounting holes.,888
00035843,True,An A-shaped bracket with a diamond-shaped cutout and two rectangular base plates.,888
00035152,False,N/A,888
00033571,True,A cylindrical screw with a domed head and a slotted drive.,888
00039639,True,A tapered cylindrical rod with a central groove.,888
00035937,True,A curved panel with a square cutout and a tapered edge.,888
00030166,True,An L-shaped bracket with a rectangular base and a vertical support featuring a hole.,888
00036288,True,A rectangular block with three protruding tabs on different faces.,888
00032347,True,A cross-shaped column with four cylindrical arms extending from a central core.,888
00032606,True,A tapered cylindrical sleeve with a central hole and multiple side holes.,888
00036311,True,A spoked wheel with a central hub and a flat circular rim.,888
00031513,True,A square plate with a central cylindrical protrusion and a through hole.,888
00031235,True,A circular flange with multiple holes and a U-shaped cutout.,888
00036131,True,A curved bracket with two circular holes at each end and a central mounting hole.,888
00031237,True,A flat bracket with a curved profile and four mounting holes.,888
00032542,False,N/A,888
00031932,True,A hex socket head bolt with a cylindrical shaft.,888
00039336,True,A rectangular block with two large circular cutouts and additional smaller cutouts.,888
00036082,True,A cylindrical knob with two opposing rectangular tabs and a central recessed feature.,888
00037076,True,A bracket-like component with a sloped face and multiple circular holes.,888
00035652,True,A right-angle bracket with triangular cutouts and a tapered extension.,888
00032917,True,A cylindrical knob with a central threaded shaft and a recessed circular feature on the top.,888
00038868,True,"A rectangular block with a stepped cutout, two through holes, and a curved indentation on one side.",888
00034541,True,A cylindrical rod with a flange and a smaller cylindrical extension on one end.,888
00033762,True,"A square plate with a central circular hole, a cylindrical protrusion on top, and a groove along one edge.",888
00037128,True,A U-shaped bracket with a central vertical slot and two horizontal extensions.,888
00031142,True,"A flat oval plate with two vertical brackets, each having a circular hole.",888
00034696,True,A cylindrical component with a central raised hub and multiple holes around the perimeter.,888
00037511,True,A circular ring with a central crossbar.,888
00032780,True,"A cylindrical rod with a larger cylindrical base, featuring a central hole and side cutouts.",888
00036144,True,A curved bracket with a central cutout and flared ends.,888
00038457,True,A rectangular tray with raised edges and an internal stepped platform.,888
00030573,True,A hollow elbow pipe fitting with a 90-degree bend.,888
00033036,True,An L-shaped bracket with holes on each face.,888
00035608,True,A cylindrical block with two circular holes and a notched cutout on the top face.,888
00035105,True,A U-shaped bracket with a cylindrical clamp and mounting base.,888
00035427,True,"A flat, irregularly shaped plate with a rounded edge and a rectangular cutout.",888
00036983,True,"A circular plate with three equidistant mounting tabs, each with a hole.",888
00036623,True,A cylindrical rod with flanges on both ends and two mounting tabs on the side.,888
00033803,True,"A flat, irregularly shaped bracket with three circular holes.",888
00032010,True,A flat circular disc with a cylindrical protrusion on one side.,888
00036211,True,A Y-shaped pipe connector with cylindrical ends and a central joint.,888
00032149,True,"A cylindrical housing with a flange, a circular lid, and a mounting bracket.",888
00034676,True,A circular flange with five holes and a central cylindrical protrusion.,888
00030003,True,A U-shaped bracket with a sloped top surface.,888
00033303,True,A bent flat plate with multiple holes along its length.,888
00036963,True,An L-shaped bracket with three holes on each arm.,888
00036921,True,An L-shaped bracket with multiple holes for mounting.,888
00039763,True,An L-shaped bracket with two circular holes and a stepped feature.,888
00036011,True,A flat rectangular bracket with a triangular extension and four mounting holes.,888
00032350,True,"A long, cross-shaped column with fluted sides.",888
00033893,True,A goblet-shaped object with a central cylindrical stem and a recessed top.,888
00030344,True,"A flat, arrowhead-shaped plate with a central hole and notched edges.",888
00033025,True,"A flat, L-shaped bracket with multiple circular holes along its length and a rounded end.",888
00031377,True,An L-shaped bracket with a rectangular cutout on the top face.,888
00031954,True,A cylindrical component with a central through hole and a recessed circular feature.,888
00038145,True,A rectangular bracket with a recessed channel and three holes on one side.,888
00039092,True,"A cylindrical rod with two rectangular end blocks, each having a circular through hole.",888
00034641,True,"A flat, elongated oval plate with multiple circular holes.",888
00031792,True,"A gear-shaped disc with a central hole and a tapered, fluted cylindrical extension.",888
00037225,True,A flat circular lid with two rectangular mounting tabs and a central recessed feature.,888
00033557,True,A cylindrical bushing with flanges and a central through hole.,888
00034188,True,A flanged nut with a central hole and hexagonal body.,888
00035365,True,A cylindrical rod with a wider circular flange on top and a central recessed feature.,888
00036694,True,A U-shaped clamp with two cylindrical hinge features at the open ends.,888
00038308,True,A cylindrical rod with a flange and a separate block with three holes.,888
00034697,True,An L-shaped bracket with multiple circular holes.,888
00036767,True,A triangular bracket with a central hole on each face.,888
00035975,True,A cylindrical clamp with a mounting tab and a central hole.,888
00033176,True,A circular flange with multiple bolt holes and a central raised hub.,888
00036988,True,A square container with sloped sides and a flat base.,888
00038788,True,"A long, cross-shaped rod with fluted sides.",888
00031841,True,A flat rectangular plate with two elongated slots and small circular holes.,888
00038374,True,A U-shaped cover with a rounded top and open ends.,888
00032008,True,A rectangular block with a triangular cutout on one side.,888
00037952,True,A rectangular block with three circular holes and one rounded corner.,888
00031053,True,An L-shaped bracket with multiple mounting holes.,888
00038030,True,A hollow rectangular block with a circular opening and four corner holes on one face.,888
00030103,True,A square tray with sloped sides and an open top.,888
00032355,True,A rectangular block with a central cylindrical rod protruding from one face and four corner holes.,888
00038048,True,A cylindrical rod with multiple flanges and a tapered end with holes.,888
00039341,True,A rectangular block with two large circular cutouts and additional smaller cutouts.,888
00033413,True,A bolt with a hexagonal socket head and a cylindrical shaft.,888
00038135,True,An L-shaped bracket with multiple mounting holes.,888
00037264,True,A flat L-shaped bracket with multiple holes for mounting.,888
00038814,True,A cube with circular holes through each face.,888
00030614,True,A rectangular block with a V-shaped notch on one side and a stepped cutout on the opposite side.,888
00031764,True,A semi-circular block with stepped layers and a side hole.,888
00037399,True,A T-shaped block with three rectangular protrusions.,888
00037432,True,A cube with one corner removed.,888
00036208,True,A Y-shaped rod assembly with cylindrical ends and a central joint.,888
00038970,True,A cylindrical knob with a protruding handle and a central hole.,888
00034712,True,A rectangular block with a cylindrical protrusion on top.,888
00033264,True,A U-shaped bracket with mounting holes on each end.,888
00035337,True,A flat rectangular plate with two large rectangular cutouts and multiple small holes near the edges.,888
00035556,True,A stepped L-shaped block with a vertical extension on one end.,888
00039226,True,A rectangular block with a cylindrical through hole.,888
00033362,True,A cylindrical pin with a flat circular head featuring a recessed cross shape.,888
00036732,True,"A flat, elongated triangular plate with multiple holes along its surface.",888
00039004,True,A hemispherical dome with a central hole and an internal lip.,888
00031499,True,A flat rectangular plate with three cubes on top and four corner holes.,888
00038236,True,"A long, thin, tapered rod.",888
00039152,True,A cylindrical object with a small protruding rod on one end.,888
00039570,True,"A cylindrical rod with flanges on both ends, one end having a larger flange.",888
00031172,True,A cylindrical component with a central shaft and three rectangular tabs on one end.,888
00037892,True,A C-shaped clamp with two mounting holes and a central groove.,888
00035565,True,A rectangular bracket with a central circular cutout and two side flanges.,888
00033662,True,A V-shaped bracket with a central ridge and flat ends.,888
00031944,True,A flanged cylindrical hub with a hexagonal recess and multiple bolt holes.,888
00035181,True,A rectangular block with a sloped cut on one side.,888
00034944,True,A cylindrical rod with a flat circular head and a small rectangular protrusion.,888
00039959,True,A rectangular block with multiple circular holes on one face.,888
00032666,True,A rectangular block with a cylindrical protrusion on top and a smaller cylindrical extension on the side.,888
00031467,True,A cylindrical bolt with a flanged head and a hexagonal socket.,888
00030633,True,A cylindrical container with a recessed lid and a central protrusion.,888
00038657,True,A circular flange with a central raised feature and four mounting holes.,888
00039389,True,A circular ring with evenly spaced holes around its circumference.,888
00039560,True,A tapered cylindrical rod with a square base and a central recessed feature.,888
00032727,True,A cylindrical rod with a flange base and multiple through holes.,888
00035459,True,A stepped block with a circular hole on the top face and triangular cutouts on one side.,888
00032820,True,A flat rectangular plate with a central notch and stepped edges.,888
00039338,True,A rectangular block with two large circular cutouts and additional smaller cutouts.,888
00034412,True,A square block with a central cylindrical cavity and a circular hole at the bottom.,888
00037753,True,A rectangular block with a rounded top and a flared base.,888
00031351,True,A bracket with a cylindrical hinge and two mounting holes.,888
00030598,True,A Y-shaped flat bracket with multiple holes along each arm.,888
00035372,True,"A flat, U-shaped bracket with a rectangular cutout.",888
00033357,True,An L-shaped bracket with multiple circular holes on both vertical and horizontal surfaces.,888
00031775,True,An L-shaped bracket with multiple holes for mounting.,888
00033829,True,A flat rectangular plate with a stepped edge and a protruding tab.,888
00037891,True,A flat circular ring with three evenly spaced mounting tabs and a central hole.,888
00034561,True,A corner bracket with a central hole and rounded edges.,888
00030803,True,A cluster of four cylindrical tubes with flared bases arranged in a square pattern.,888
00031443,True,A hollow cylindrical tube with a circular hole on the side.,888
00030319,True,A helical compression spring.,888
00036749,True,A hexagonal knob with a cylindrical shaft and a central hole.,888
00038630,True,A cylindrical pipe connector with a central circular flange and perpendicular side outlets.,888
00032356,True,A square base with a central rod and a pyramidal top.,888
00039147,True,"A rectangular block with rounded edges, featuring a central hole and four corner holes.",888
00032550,True,A cylindrical bolt with a flanged head and a hexagonal socket.,888
00030836,True,A semi-circular plate with a raised edge and two side tabs.,888
00038590,True,A flat rectangular bracket with a vertical flange and multiple circular holes.,888
00035749,True,A screw with a flat head and a helical body featuring multiple conical sections.,888
00036528,True,A bent rod with a tapered end and a curved section.,888
00035137,True,"A square plate with rounded corners, four corner holes, and a central protruding cylindrical feature.",888
00036427,True,"A chess pawn-like shape with a cylindrical top, bulbous middle, and hexagonal base.",888
00034762,True,A rectangular block with a rounded end and a notched cutout.,888
00036915,True,A rectangular block with a circular hole near one corner on the top face.,888
00035891,True,A cylindrical ring with a central groove and a circular cutout on the side.,888
00032677,True,A flat rectangular plate with rounded corners and multiple through holes.,888
00032494,True,"A flat rectangular plate with a central circular cutout and surrounding holes, featuring a raised edge on one side.",888
00034241,True,A stepped cylindrical shaft with multiple tapered sections.,888
00036883,True,An L-shaped bracket with multiple holes for mounting.,888
00032970,True,A hinge-like bracket with a cylindrical pivot and two mounting holes.,888
00037556,True,"A rectangular block with six cylindrical protrusions on one face, resembling a toy building block.",888
00035131,True,A cylindrical rod on top of a square base with a central recessed feature and side holes.,888
00033409,True,A hex socket head bolt with a cylindrical shaft.,888
00033338,True,A block with a curved cutout and a keyhole-shaped slot.,888
00037665,True,"A flat, elongated oval plate with three evenly spaced circular holes.",888
00037490,True,"A rectangular frame with a top flange, featuring circular and rectangular cutouts on its sides.",888
00039134,True,A rectangular block with two cylindrical protrusions on opposite sides.,888
00033186,True,A flat square plate with a central circular hole and multiple smaller holes around it.,888
00036718,True,A flat circular plate with two ear-like protrusions and cutouts resembling a face.,888
00034508,True,An L-shaped block with a recessed section and a step feature.,888
00032616,True,A cylindrical bearing with an inner and outer ring and visible ball bearings.,888
00032611,True,A cylindrical block with a flat top surface featuring multiple holes and a central through hole.,888
00035803,True,A rectangular block with three circular through holes and a sloped edge.,888
00038142,True,A rectangular block with a hollow interior and two rectangular cutouts on one face.,888
00032680,True,A cylindrical rod with a flanged end featuring a cross-shaped recess.,888
00037071,True,An L-shaped bracket with multiple holes for mounting.,888
00039456,True,A square plate with a central hole and raised edges.,888
00037254,True,A bracket-like structure with a central cutout and cylindrical protrusions on opposite sides.,888
00038451,True,A rectangular tray with raised sides and a sloped base.,888
00033706,True,A cylindrical pipe connector with a flange and two mounting holes.,888
00030843,True,A rectangular block with a central curved cutout and two through holes.,888
00034118,True,"A flat square plate with rounded corners, a central square cutout, and four corner holes.",888
00035442,True,A flat cross-shaped plate.,888
00033017,True,An octagonal container with vertical sides and an open top.,888
00034190,True,An egg-shaped object with horizontal grooves on a circular base.,888
00030658,True,A hollow rectangular frame with a cylindrical protrusion on top and multiple holes on its surfaces.,888
00039035,True,A cylindrical wheel with a central hub and recessed inner face.,888
00031851,True,A cylindrical tube with a central hole and multiple side holes.,888
00033736,True,"A bracket with a flat rectangular base, a sloped support, and a circular hole.",888
00037335,True,A trapezoidal box with an internal divider.,888
00035561,True,A cylindrical cap with an octagonal base and a small protrusion on the side.,888
00035275,True,"A long, slender, tapered rod with a V-shaped cross-section.",888
00039483,True,An L-shaped bracket with multiple holes for mounting.,888
00030256,True,A flat rectangular plate with small holes near the corners.,888
00031034,True,A rectangular block with a U-shaped cutout along one side.,888
00030668,True,An L-shaped bracket with multiple holes and a rectangular cutout.,888
00039185,True,An angled bracket with multiple holes and a stepped edge.,888
00031074,True,A bent cylindrical pipe with multiple angled sections.,888
00033171,True,"A U-shaped bracket with two mounting flanges, each having two holes.",888
00034417,True,A triangular ring with rounded corners and a uniform thickness.,888
00038282,True,A stepped cylindrical shaft with a conical tip and multiple flanges.,888
00030617,False,N/A,888
00030667,True,A C-shaped bracket with a flat base and multiple mounting holes.,888
00033287,True,A bent flat bracket with multiple holes along its length.,888
00031991,True,An L-shaped bracket with a vertical support and a hole for mounting.,888
00033630,True,A square-based hollow pyramid with a central rectangular cutout.,888
00033735,True,A rectangular block with a central hole and stepped features on one side.,888
00039637,True,A right-angled triangular bracket with multiple circular holes on one face.,888
00037452,True,A hollow rectangular block with a sloped top and a circular hole through the top face.,888
00032644,True,A cylindrical ring with a central hole and a side cutout.,888
00039347,True,A flat circular ring with two triangular extensions and notches.,888
00039471,True,"A long, tapered rectangular beam with angled ends.",888
00038934,True,"A rectangular bracket with a stepped profile, two through holes, and a curved cutout.",888
00034672,True,A cylindrical bolt with a hexagonal socket head and a threaded shaft.,888
00033224,True,An L-shaped bracket with multiple holes for mounting.,888
00035526,True,A cube with rounded edges.,888
00031919,True,"A thin, elongated wedge-shaped object with a flat base and a tapered edge.",888
00037313,True,A wedge-shaped block with a rectangular tab on top and multiple circular holes.,888
00031452,True,A rectangular mounting bracket with a central hexagonal socket and two through holes.,888
00039091,True,A cylindrical rod with rounded ends and a central thicker section.,888
00031709,True,A cylindrical block with a wedge-shaped cutout.,888
00035747,True,A hexagonal-headed bolt with a cylindrical shaft.,888
00037409,True,A flat L-shaped bracket with multiple holes for mounting.,888
00033799,True,An L-shaped bracket with a sloped edge and a recessed section.,888
00036104,True,A toroidal ring with a central groove.,888
00039072,True,"A rectangular block with a recessed, angular top surface.",888
00039127,True,A square flange with a central circular cutout and four corner holes.,888
00037884,True,A rectangular block with a rounded end and multiple circular holes.,888
00032044,True,A U-shaped bracket with a rectangular cutout on the top face.,888
00030469,True,A flat bracket with two circular mounting holes and a central angled bend.,888
00039367,True,A cylindrical mount with a tapered base and a flat rectangular extension.,888
00033219,True,"A flat, elongated hexagonal plate with multiple holes along its surface.",888
00034890,True,A cylindrical bushing with a flange and a central through hole.,888
00032491,True,A cylindrical flange with a central hole and four evenly spaced smaller holes around it.,888
00030088,True,A flat rectangular plate with four corner holes.,888
00032154,True,"A flat, irregularly shaped plate with a large hook-like cutout and two circular holes.",888
00036954,True,An L-shaped bracket with a large central hole and multiple smaller mounting holes.,888
00033397,True,A bolt with a rounded head and a hexagonal socket.,888
00038149,True,A triangular wedge with a serrated edge.,888
00037485,True,"A bracket with a flat base, two mounting holes, and a central vertical support with a large circular cutout.",888
00035899,True,A rectangular block with a central hole and a stepped cutout on one side.,888
00036945,True,A bear-shaped flat object with circular cutouts and cylindrical protrusions.,888
00038489,True,An angled bracket with cylindrical extensions and a flat base.,888
00031125,True,A cylindrical rod with a smaller cylindrical protrusion on one end and a recessed feature on the other.,888
00038804,True,A cylindrical clamp with a semi-circular cutout and two mounting holes.,888
00033010,True,A cylindrical clamp with a semi-circular cutout and two mounting holes.,888
00038371,True,A flat rectangular plate with two circular raised features and through holes.,888
00031158,True,A U-shaped bracket with flat rectangular sides.,888
00030670,True,"A U-shaped bracket with a flat top, featuring multiple circular holes.",888
00038280,True,A cylindrical mug with a handle and a circular base.,888
00039972,True,A triangular flat plate with a small hole near one corner and notches along one edge.,888
00036024,True,"A flat, elongated rectangular block with a rounded end.",888
00038398,True,"A cylindrical body with two curved, wing-like extensions on opposite sides.",888
00039162,True,A cylindrical bearing with an inner and outer ring and visible ball bearings.,888
00038846,True,A U-shaped bracket with mounting holes on the ends of the arms.,888
00039150,True,A rectangular mounting bracket with a curved support and multiple holes.,888
00038156,True,An L-shaped bracket with multiple circular holes.,888
00033990,True,A circular ring with a protruding rectangular tab and a smaller perpendicular tab.,888
00036053,True,A gear-like object with a central cylindrical hub and scalloped edges.,888
00033207,True,"A flat, triangular bracket with multiple circular holes and a notched edge.",888
00038896,True,A U-shaped bracket with two mounting holes and a central curved recess.,888
00039930,True,A flat square plate with a small rectangular block featuring a hole on top.,888
00035047,True,A cylindrical post mounted on a rectangular base with a larger cylindrical cap on top.,888
00037023,True,A bent sheet metal bracket with two angled flanges.,888
00034638,True,A cylindrical block with a central raised hub and multiple through holes.,888
00030108,True,A tapered flat bar with a rectangular cutout and angled ends.,888
00039049,True,A boat-like structure with a central mast and an open hull.,888
00034042,True,A curved bracket with two mounting holes and a central raised section.,888
00036359,True,A flat T-shaped bracket with two rectangular cutouts at the bottom.,888
00038097,True,A tapered rectangular block with multiple circular through holes.,888
00033085,True,A cylindrical ring with a central post and two mounting tabs.,888
00036890,True,An L-shaped bracket with multiple holes for mounting.,888
00034390,True,An angled bracket with a sloped top and a mounting hole on the vertical face.,888
00033455,True,A cylindrical wheel with a central star-shaped hole and a recessed inner section.,888
00030362,True,A rectangular block with a slanted top and a cutout section on one side.,888
00036214,True,A pair of parallel rods bent at one end with small circular holes.,888
00034319,True,A cylindrical pipe with a perpendicular side outlet and a closed end.,888
00031789,True,A rectangular block with a central slot and a protruding tab on one side.,888
00038366,True,A quarter-cylinder bracket with a flat base and two circular cutouts.,888
00030176,True,A cylindrical rod with a central hole and notched ends.,888
00035746,True,A rectangular hollow block with open ends.,888
00034006,True,A wedge-shaped bracket with a rectangular cutout and stepped features.,888
00039952,True,An L-shaped bracket with multiple holes for mounting.,888
00037881,True,A square plate with rounded corners and four corner holes.,888
00032246,True,A cylindrical component with a central through hole and an off-center smaller hole on one face.,888
00031092,True,A rectangular block with a cylindrical protrusion and a spherical feature on top.,888
00037401,True,An L-shaped block with a rectangular cutout.,888
00037886,True,A rectangular block with rounded ends and multiple circular holes.,888
00035645,True,A countersunk screw with a hexagonal socket head.,888
00030686,True,A cylindrical rod with a flange and a cylindrical block with a central hole.,888
00037381,True,A geometric assembly of three rectangular blocks joined at right angles.,888
00032217,True,A rectangular block with a hexagonal through hole.,888
00034568,True,A sword-like object with a flat crossguard and a cylindrical handle.,888
00034290,True,"A flat, trapezoidal plate with three circular holes along one edge.",888
00038046,True,A cylindrical connector with a central flange and a triangular indentation on the side.,888
00034361,True,A cylindrical wheel with a central hole and a recessed groove.,888
00036451,True,A tapered cylindrical sleeve with a central hole and multiple side holes.,888
00034200,True,A complex bracket with a curved hook and a flat mounting base.,888
00034248,True,A block with a central cylindrical hole and a recessed groove on top.,888
00038005,True,"A thin, elongated rod with a tapered end and a slight bend near the top.",888
00036828,True,A pentagonal prism with a flat top and bottom.,888
00036385,True,A C-shaped block with rounded edges and a recessed central section.,888
00034642,True,An L-shaped bracket with multiple circular holes and a rounded end.,888
00032706,True,A cylindrical bolt with a domed head and a hexagonal socket.,888
00031834,True,A hollow cylindrical tube with a circular cutout on one end.,888
00032381,True,A cylindrical rod with a top disc and a tapered base.,888
00036170,True,A cylindrical plug with a hexagonal recess and a flanged rim.,888
00035527,True,A T-shaped pipe connector with a flange on one end.,888
00035432,True,A spoon with a curved handle and an oval bowl.,888
00034176,True,A rectangular frame with a cylindrical handle attached to one side.,888
00030406,True,A key-shaped object with a circular head and a notched rectangular shaft.,888
00030373,True,A flat rectangular plate with beveled edges.,888
00035405,True,A U-shaped bracket with four mounting holes.,888
00034222,True,A rectangular block with two circular holes and an irregular recessed feature on one face.,888
00039489,True,An L-shaped bracket with multiple holes for mounting.,888
00032124,True,A curved bracket with a cylindrical channel and mounting features.,888
00032310,True,A helical compression spring.,888
00031270,True,A tapered rectangular block with two circular holes on the top face and a small hole on one side.,888
00032656,True,A curved bracket with multiple evenly spaced semicircular cutouts.,888
00039893,True,A rectangular block with an attached rounded tab featuring a hole.,888
00032650,True,A hexagonal bolt with a cylindrical shaft.,888
00035015,True,An S-shaped hook with a flat profile.,888
00037931,True,A cylindrical plug with a cross-shaped cutout on the top surface.,888
00036375,True,A triangular prism with a central triangular cutout.,888
00033714,True,A cylindrical rod with a flanged base and a rounded bottom.,888
00036970,True,A rectangular block with rounded corners and multiple holes along the edges.,888
00035116,True,A cross-shaped assembly of four connected cubes.,888
00038253,True,A rectangular block with flanged edges and four corner holes.,888
00037216,True,A V-shaped bracket with a flat base and angled sides.,888
00030634,True,A rod end with a circular eye and a central hole.,888
00030057,True,A cylindrical object with a spherical end and a tapered support.,888
00038945,True,"A long, tapered rod with a cross-shaped cross-section.",888
00039710,True,A U-shaped bracket with a central hole and side tabs.,888
00033884,True,"A cylindrical component with a tapered body, three protruding cylindrical features on one end, and a central shaft.",888
00037820,True,A square flange with a central cylindrical hole and four corner bolt holes.,888
00039086,True,A flat bracket with two circular holes of different sizes connected by a tapered section.,888
00031586,True,A rectangular block with a sloped side and four mounting holes at the corners.,888
00039485,True,An L-shaped bracket with multiple mounting holes.,888
00032281,True,A cylindrical sleeve with a side cutout and a partial top flange.,888
00030657,True,A right-angled bracket with a cylindrical protrusion and mounting holes.,888
00030332,True,A helical compression spring.,888
00031469,True,"A wavy, corrugated sheet with undulating curves.",888
00034773,True,A cylindrical shock absorber with mounting eyes at both ends.,888
00037926,True,A triangular bracket with two cylindrical protrusions and multiple holes.,888
00032719,True,A flat rectangular plate with a large central cutout and two circular holes on either side.,888
00037577,True,"A flat, irregularly shaped plate with a central circular hole and a square cutout.",888
00037132,True,A U-shaped bracket with two vertical extensions and a flat base.,888
00037039,True,A U-shaped bracket with mounting holes and a central slot.,888
00034204,True,A rectangular block with a flange and a cylindrical base.,888
00032938,True,A flat rectangular plate with a protruding handle and multiple holes.,888
00039866,True,A cylindrical rod with a flange and a piston-like end.,888
00031236,True,A rectangular plate with four corner holes.,888
00038919,True,A bracket-like component with a curved hook and a rectangular extension featuring a circular hole.,888
00032365,True,A U-shaped bracket with two mounting holes and a central curved recess.,888
00032985,True,A rectangular block with a rounded end and a large circular hole near the rounded edge.,888
00035298,True,A flat circular ring with an internal support and a central cylindrical feature.,888
00035455,True,A rectangular block with a triangular prism on top of one face.,888
00038112,True,A rectangular block with a sloped cutout and a circular hole on the top surface.,888
00031309,True,A rectangular block with a recessed L-shaped cutout on one side.,888
00032032,True,A flat elongated bracket with multiple circular holes and a central raised section.,888
00033930,True,"A cylindrical component with a central hole, flanges, and a side hole.",888
00030407,True,A flat key with a circular head and a notched blade.,888
00038443,True,A bracket with two mounting holes and a central curved cutout.,888
00034338,True,A flat rectangular plate with a notched end and two mounting holes.,888
00035159,True,A cylindrical container with a slanted top and an extended lip.,888
00035409,True,A flat circular disc with an extended rectangular handle.,888
00037205,True,A cylindrical rod with a pointed tip and a hexagonal base.,888
00033820,True,A tapered lever arm with a circular hole at one end and a slot at the other.,888
00037554,True,A rectangular block with two cylindrical protrusions on one face.,888
00039034,True,A cylindrical rod with a rectangular block and a circular base.,888
00039566,True,An L-shaped bracket with two circular holes on the horizontal face and one on the vertical face.,888
00033212,True,"A flat, triangular bracket with rounded corners and multiple holes.",888
00035677,True,A tapered cylindrical tube with two circular holes.,888
00034056,True,"A rectangular bracket with a stepped profile, two through holes, and a curved cutout on one side.",888
00033408,True,A hex socket head bolt with a cylindrical shaft.,888
00034737,True,A hexagonal rod with a cylindrical base featuring a vertical slot.,888
00036838,True,A rectangular block with a sloped top surface and circular cutouts.,888
00033261,True,A cylindrical bushing with a central flange and a through hole.,888
00039762,True,A stepped rectangular block with an L-shaped extension.,888
00039725,True,A rectangular block with a rounded square protrusion on top.,888
00031090,True,A tapered wedge with a triangular cutout and circular holes on the flat surfaces.,888
00033130,True,"A flat, arrowhead-shaped plate with a central hole and notched edges.",888
00038246,True,A tapered cylindrical pipe with a flange and multiple holes.,888
00035831,True,A rectangular block with beveled edges.,888
00034907,True,A cylindrical rod with tapered ends and a central through hole.,888
00033377,True,A rounded bracket with a central hole and multiple mounting holes.,888
00035330,True,A conical funnel-like structure with a central cylindrical opening and a vertical slit.,888
00035607,True,A U-shaped bracket with a flat top and open ends.,888
00032457,True,A house-shaped object with a pitched roof and a chimney.,888
00031712,True,A flat rectangular plate with two rectangular mounting tabs underneath.,888
00039391,False,N/A,888
00034449,True,"A curved, tapered bracket with a flared edge and mounting holes.",888
00034346,True,A rectangular block with a triangular prism on top.,888
00036315,True,An L-shaped bracket with two elongated slots.,888
00032898,True,A cylindrical container with a long central rod extending from its open end.,888
00030244,True,A cylindrical base with two parallel rectangular prongs extending from one end.,888
00030535,True,A flat key with a circular head and a notched blade.,888
00037823,True,A square mounting bracket with a central circular hole and two smaller holes on a protruding tab.,888
00037350,True,A cylindrical cap with a sloped top and a circular base.,888
00037580,True,A flat circular ring with internal notches and a split feature.,888
