model_id,isDescribable,description,token_count
00036772,True,A circular disc with a central hole and a partial groove on one side.,866
00032005,True,A cylindrical cup with a slightly tapered body and an open top.,866
00036342,True,A rectangular block with a tapered top.,866
00038041,True,A rectangular block with a pyramid on top of one face.,866
00035236,True,A flat rectangular plate.,866
00038018,True,A cylindrical disc with a central hole.,866
00038207,True,A chess pawn.,866
00031604,True,A rectangular block with a cylindrical protrusion and a through hole.,866
00037354,True,A rectangular block.,866
00037249,True,A rectangular block with a rectangular protrusion on one side and a rectangular cutout on the opposite face.,866
00039190,True,A flat rectangular plate with three holes.,866
00031893,True,A tapered rectangular block with a hole near one end.,866
00033754,True,A thin circular ring.,866
00036724,True,"A long, thin cylindrical rod.",866
00036631,True,A cylindrical rod with a flanged base.,866
00035246,True,A rectangular block with a sloped top surface.,866
00032353,True,A flat square plate.,866
00033426,True,A flat rectangular plate with a cylindrical rod protruding from one side.,866
00039407,True,A flat rectangular block with a semicircular end.,866
00036015,True,A tapered block with curved surfaces.,866
00038014,True,A cylindrical disc with a central through hole.,866
00034312,True,A cylindrical rod with an angled cut at one end.,866
00034611,True,An L-shaped bracket with a stepped profile and rounded edges.,866
00032273,True,A cylindrical rod with a flanged base and a conical tip.,866
00039902,True,A rectangular block with a rounded end and two through holes.,866
00032431,True,A curved pipe elbow with a hollow interior.,866
00035690,True,A cylindrical rod with a conical tip.,866
00034483,True,A conical frustum with a cylindrical base and a central through hole.,866
00031223,True,A rectangular block with a sloped top surface.,866
00034714,True,A semi-cylindrical shell with a hole on its surface.,866
00038122,True,A cylindrical rod with a conical tip and a flanged base.,866
00035163,True,A flat rectangular plate.,866
00037246,True,A cylindrical rod with a flanged base and a central through hole.,866
00036957,True,A hollow cylindrical tube with a tapered shape.,866
00032317,True,A rectangular block with a central through hole and a stepped cutout.,866
00031754,True,A cylindrical rod with a conical tip and a flanged base.,866
00034167,True,A rectangular block with a tapered end.,866
00032913,True,A rectangular block with a circular through hole.,866
00032698,True,A cylindrical ring with a central hole.,866
00032618,True,A cylindrical disc with a central through hole.,866
00035499,True,A flat square plate.,866
00038889,True,A cylindrical object with grooves and a central through hole.,866
00039910,True,A cylindrical rod.,866
00033097,True,A cylindrical rod.,866
00039598,True,A cylindrical rod with a square block at one end and a small spherical tip at the other.,866
00035004,True,A flat rectangular plate.,866
00031888,True,A hollow cylindrical rod with a conical tip.,866
00031796,True,A rectangular block with a tapered end.,866
00034721,True,A cylindrical rod with a hexagonal section and a flanged base.,866
00038013,True,A cylindrical component with a central through hole and multiple grooves.,866
00038036,True,A cylindrical rod with a conical tip and a flanged base.,866
00034679,True,A hexagonal nut with a central threaded hole.,866
00030998,True,A curved rectangular block with a tapered end.,866
00039727,True,A cylindrical disc with a central cylindrical protrusion.,866
00034682,True,A cylindrical rod with a flanged base and a central hole.,866
00037086,True,A cylindrical rod with a flanged base and a wider cylindrical section near the top.,866
00037087,True,A cylindrical rod with a hexagonal cross-section.,866
00032249,True,A hollow cylindrical tube with a slanted cut on one end.,866
00031259,True,A rectangular block with a stepped cutout on one side.,866
00037794,True,A hexagonal rod.,866
00039810,True,An oval block with two through holes and a flat base.,866
00033533,True,A cylindrical rod.,866
00030943,True,A flat rectangular plate.,866
00037868,True,A bent rod with a cylindrical end and a hook on the opposite side.,866
00036310,True,A flat circular ring with a central hole.,866
00035696,True,A cylindrical rod with a conical tip and a flanged base.,866
00037867,True,"A flat, elongated teardrop-shaped plate with two holes.",866
00037748,True,A bell-shaped object with a cylindrical top and flared base.,866
00038641,True,A cylindrical object with a flanged base and a recessed top.,866
00034091,True,A cylindrical ring with a thick wall.,866
00035201,True,A flat square plate with a rectangular hole in the center.,866
00031012,True,A rectangular block with a triangular prism on top.,866
00037800,True,An elongated oval block with two through holes.,866
00034479,True,A cylindrical container with a flat lid.,866
00035766,True,A cylindrical rod with a conical tip and a flanged base.,866
00033891,True,A tapered rectangular block.,866
00035151,True,A flat rectangular plate.,866
00030245,True,A flat rectangular plate.,866
00035632,True,A cylindrical disc with a central hole and a stepped base.,866
00038304,True,A rectangular block with a protruding cylindrical peg on one side.,866
00035776,True,A cylindrical rod.,866
00030970,True,A rectangular block.,866
00036345,True,An oval-shaped block with two through holes.,866
00034228,True,A U-shaped bracket with a rectangular cross-section.,866
00035906,True,A circular disc with two parallel raised sections and two through holes.,866
00036469,True,A complex bracket with a vertical cylindrical post and angled base.,866
00032000,True,A flat rectangular plate with a central hole.,866
00038885,True,A rectangular block.,866
00030391,True,A tapered rectangular block.,866
00030169,True,A cube.,866
00031962,True,An L-shaped bracket.,866
00030400,True,"A thin, elongated rectangular block.",866
00038806,True,A flat rectangular plate.,866
00032468,True,A flat circular ring.,866
00032643,True,A cylindrical rod with a flanged base.,866
00031348,True,A cylindrical disc with a central hole.,866
00034311,True,A triangular frame with a hollow center.,866
00032624,True,A conical bushing with a central hole and flanged ends.,866
00035684,True,A wedge-shaped block with a sloped top surface.,866
00038921,True,A cylindrical bushing with flanges on both ends and a central hole.,866
00037503,True,A tapered rectangular block.,866
00038922,True,A cylindrical rod with a flanged top.,866
00035750,True,An L-shaped bracket with varying thickness.,866
00038006,True,A flat rectangular plate.,866
00037074,True,A rectangular block.,866
00039008,True,A triangular prism.,866
00036942,False,N/A,866
00035269,True,A flat rectangular plate.,866
00039355,True,A cylindrical rod with a conical tip.,866
00032669,True,A cylindrical rod with a conical tip and a flanged base.,866
00031651,True,A dumbbell-shaped object with two discs connected by a cylindrical rod.,866
00039248,True,A stepped rectangular block with a central cutout.,866
00035195,True,A square plate with a central hole.,866
00039673,True,A flat disc with a central hole.,866
00030102,True,A cylindrical rod with a flanged base featuring four holes.,866
00032775,True,A quarter of a hollow cylinder with a rounded top.,866
00033100,True,A rectangular block with a pyramid on top.,866
00031145,True,A curved blade-like object with a hole near one end.,866
00035154,True,A flat square plate.,866
00035332,True,A rectangular block with a stepped cutout on one side.,866
00038568,True,A tapered block with a flat top and angled sides.,866
00037262,True,A hollow cylindrical cup with a tapered body.,866
00039255,True,A rectangular block with a V-shaped groove on top and a rectangular cutout on one side.,866
00038815,True,A cylindrical rod with a rounded top and a flanged base.,866
00034262,True,A cylindrical rod with a conical tip and a flanged base.,866
00030093,True,A wedge-shaped block with a flat base and a sloped top.,866
00032887,True,A thick ring with a beveled edge.,866
00039903,True,A wedge-shaped block with a circular hole near the top.,866
00037935,True,A cylindrical bushing with a central hole.,866
00030107,True,A flat circular disc with a square cutout in the center.,866
00034683,True,A cylindrical rod with a flanged base and a tapered section.,866
00033326,True,A spool-shaped object with a central hole.,866
00034331,True,A rectangular block with a triangular cutout.,866
00034782,True,A cylindrical rod.,866
00039884,True,A rectangular block with four cylindrical rods protruding from the top surface.,866
00039635,True,A sphere.,866
00035251,True,A cylindrical rod with a conical tip and a flanged base.,866
00033446,True,A flat circular ring.,866
00031849,True,A J-shaped bracket with two holes on the flat section.,866
00031358,True,A heart-shaped object with a rectangular base.,866
00035771,True,A rounded cube.,866
00030764,True,A flat circular washer with a central hole.,866
00037200,True,A cylindrical rod with a conical tip.,866
00032036,True,A rectangular block with a pyramid on top of one face.,866
00034451,True,A cube.,866
00035528,True,An L-shaped angle bracket.,866
00031929,True,A flat cylindrical disc with a central hole.,866
00038196,True,A cylindrical rod with a spherical top and a flanged base.,866
00036322,False,N/A,866
00037925,True,A flat circular disc with a central hole.,866
00030794,True,A cylindrical rod with a flat top and a vertical groove.,866
00032995,True,A cylindrical rod with a conical tip.,866
00037066,True,A rectangular block with a triangular prism on top.,866
00035613,True,A flat rectangular plate with slightly raised edges.,866
00035209,True,A tapered rectangular block with stepped edges.,866
00039344,True,A flat circular disc with four small holes near the edge.,866
00030936,True,A flat rectangular plate.,866
00031144,True,A cylindrical rod.,866
00039383,True,A rectangular block with a pyramid on top of one face.,866
00033093,True,A flat rectangular plate with two holes.,866
00037402,True,An L-shaped block with a vertical extension.,866
00039697,True,An oval-shaped block with a rectangular cutout and two circular holes.,866
00038072,True,A cylindrical rod with multiple flanges.,866
00033845,True,A block with a sloped top and a circular hole near one end.,866
00037223,True,A rectangular block with a sloped top surface.,866
00033929,True,A cylindrical bushing with flanges on both ends and a central through hole.,866
00039796,True,A flat diamond-shaped plate with a central circular hole.,866
00035166,True,A flat rectangular plate with a rectangular cutout in the center.,866
00035496,True,A square frame.,866
00035449,True,A rectangular block with a triangular prism on top.,866
00037946,True,A cylindrical ring with a groove around its outer surface.,866
00033934,True,A cylindrical rod with a conical tip.,866
00030973,True,A rectangular block with a sloped top surface.,866
00038257,True,A cylindrical block with a central through hole.,866
00038471,True,A cylindrical rod with a conical tip and a flanged base.,866
00033997,True,A cylindrical rod with a square hole and a tapered section.,866
00031899,True,A flat rectangular plate.,866
00034510,True,An L-shaped block with a rectangular cutout.,866
00037294,True,A bent cylindrical rod.,866
00033244,True,A disc with a central hole and a curved surface.,866
00031955,True,A flat rectangular plate with a bent edge.,866
00035553,True,A geometric shape with multiple interconnected rectangular blocks.,866
00035119,True,An L-shaped bracket with a vertical extension and a horizontal base.,866
00038449,True,A cylindrical rod.,866
00030627,True,A cylindrical rod with a flanged base and a rounded tip.,866
00039529,True,A wedge-shaped block with a sloped top surface.,866
00030940,True,"A flat, irregularly shaped plate with varying thickness and a stepped profile.",866
00034301,True,A cube with a pyramid on top of one face.,866
00037979,True,A cylindrical rod.,866
00033033,True,A rectangular block.,866
00032223,True,A hollow cylindrical tube.,866
00030395,True,A tapered rectangular block.,866
00032093,True,A cylindrical rod.,866
00039427,True,A hollow cylindrical block with a central through hole.,866
00031963,True,An L-shaped bracket with a flat top and vertical support.,866
00039634,True,A paperclip.,866
00036910,True,A rectangular block with a hole through one face.,866
00032489,True,A cylindrical rod with a flanged base.,866
00038193,True,A chess pawn-like shape with a spherical top and a flared base.,866
00039274,True,A cylindrical disc.,866
00035710,True,A tapered rectangular block with a narrow base.,866
00033623,True,A cylindrical rod.,866
00038718,True,A cylindrical rod with a conical tip and a flanged base.,866
00032220,True,A rectangular block with a tapered end.,866
00033121,True,A rectangular block with one rounded end and a vertical groove on one side.,866
00034994,True,"A flat, square plate.",866
00039856,True,A cylindrical ring with a central hole and a groove around its circumference.,866
00032952,True,A cylindrical ring with a central hole.,866
00035003,True,A tapered cylindrical rod.,866
00036922,True,A rectangular block with a small circular hole on one face.,866
00038391,True,A hollow cylindrical cup with a slightly tapered body.,866
00032327,True,A cylindrical rod with a flanged head.,866
00038197,True,A cylindrical rod with a spherical top and a flanged base.,866
00033374,True,A hollow conical tube with a circular base.,866
00033132,True,A circular disc with a slot and two holes.,866
00038561,True,A flat rectangular plate.,866
00037916,True,A hollow cylindrical rod with a tapered outer surface.,866
00030318,True,A rectangular block.,866
00031795,True,A rectangular block with a sloped top and a rectangular hollow section.,866
00038474,True,A flat square plate.,866
00030354,True,A rectangular block with a slanted top surface.,866
00033883,True,A cylindrical rod.,866
00032742,True,"A rod with circular ends, one end having a larger ring.",866
00032165,True,A tapered block with a stepped groove along one side.,866
00035703,True,A hollow cylindrical cup with a slightly tapered shape.,866
00035689,True,A cylindrical rod with a conical tip and a flanged base.,866
00037260,True,A sphere with three orthogonal grooves.,866
00033385,True,A cylindrical block with flanges and central holes on both ends.,866
00032648,True,A rectangular block with a stepped cutout on one side.,866
00031433,True,An apple-like shape with a small stem on top.,866
00039882,True,A flat square plate.,866
00031903,True,A thin rectangular plate.,866
00033411,True,A circular flange with multiple holes and a central cylindrical protrusion.,866
00039394,True,A cylindrical rod.,866
00036651,True,A cylindrical rod with a flanged base and a tapered section.,866
00036358,True,A flat rectangular plate.,866
00038386,True,An L-shaped block with a smaller rectangular extension.,866
00037286,True,A cylindrical rod with a central hole and a flanged base.,866
00037405,True,A rectangular block with a V-shaped groove and a hole at one end.,866
00034527,True,A cylindrical knob with a flanged base and a stepped profile.,866
00037017,True,A rectangular block with a tapered top.,866
00033526,True,A funnel-shaped object with a cylindrical spout and a circular opening.,866
00033161,True,A rectangular plate with two holes.,866
00036743,True,A flat triangular plate with a central vertical support.,866
00033730,True,A tapered rectangular block.,866
00037549,True,A cylindrical rod with a flanged base and a narrow tip.,866
00039650,True,A cylindrical rod with a conical tip and a flanged base.,866
00035436,True,A tapered rod with a stepped cylindrical base.,866
00034002,True,A hexagonal prism with a hexagonal through hole.,866
00038143,True,A wedge-shaped block with a rectangular base and a sloped top.,866
00031830,True,A cylindrical rod with a central through hole.,866
00036676,True,A cylindrical block with a perpendicular cylindrical extension and two through holes.,866
00032712,True,A cylindrical rod with a hexagonal socket head.,866
00032368,True,A cylindrical rod with a flanged base and a central hole.,866
00039155,True,A bent rectangular plate with a central fold.,866
00038181,True,"A goblet-shaped object with a wide bowl, narrow stem, and circular base.",866
00039164,True,A hollow cylindrical segment with a partial cutout.,866
00035878,True,A dodecahedron.,866
00036699,True,An elongated oval rod with rounded ends.,866
00030488,True,A flat circular ring with a central hole.,866
00034887,True,A cylindrical rod with a flanged base.,866
00035497,True,A flat square plate.,866
00032599,True,A circular disc with a smaller cylindrical extension on one side.,866
00037806,True,A cylindrical rod with a flanged base.,866
00032728,True,A hollow cylindrical cup with a slightly tapered body.,866
00036765,True,A rectangular block.,866
00038376,True,An L-shaped block with a rectangular cutout.,866
00034266,True,A truncated cone with a central through hole.,866
00039247,True,A cylindrical bushing with a slit and a flange.,866
00035431,True,A tapered container with a flat lid.,866
00034119,True,A tapered cylindrical object with a wider base and a narrower top.,866
00038248,True,A rectangular block with a sloped top surface.,866
00039686,True,A cylindrical rod with a conical tip.,866
00033395,True,A hexagonal rod with a central through hole.,866
00032687,True,A hexagonal rod with a cylindrical extension and a central through hole.,866
00030524,True,A rectangular block with a triangular prism on top.,866
00038709,True,A rectangular block with a circular hole on one face.,866
00036827,True,A rectangular block with a cylindrical protrusion on one face.,866
00039030,True,A flat square plate.,866
00033872,True,A tapered cylindrical rod with a central hole.,866
00038949,True,A flat rectangular plate.,866
00037153,True,A cylindrical disc with a central hole.,866
00033676,True,A tapered cylindrical rod.,866
00037824,True,A cylindrical rod with a flanged base and a hexagonal nut.,866
00036786,True,A T-shaped bracket with a rectangular base and a perpendicular arm.,866
00031894,True,A tapered rectangular block with a hole near one end.,866
00035694,True,A cylindrical block.,866
00031360,True,Two intersecting cylindrical rods with a rectangular block base.,866
00032351,True,A flat square plate.,866
00035457,False,N/A,866
00038247,True,A cylindrical component with a central hole and a stepped base.,866
00034296,True,A cylindrical rod with a hook on top and a flanged base.,866
00031863,True,A long cylindrical rod.,866
00034134,True,A bent rod with two right-angle bends forming a U-shape.,866
00037275,True,A cube.,866
00034071,True,A flat rectangular plate.,866
00035307,True,A cylindrical rod with a hollow interior and a flanged base.,866
00037088,True,A cylindrical rod with a flanged base.,866
00037434,True,A conical object with a flanged base and a hollow center.,866
00035038,True,A hollow truncated cone with an angled cut.,866
00036754,True,A rectangular block with a cylindrical protrusion on one face.,866
00034802,True,A cylindrical rod with a conical tip.,866
00038394,True,A hexagonal plate with a central circular hole.,866
00038941,True,A cylindrical rod with a flanged base and a narrow top.,866
00039228,True,A torus with a central cylindrical hole.,866
00032688,True,A cylindrical rod with a hexagonal socket head.,866
00035972,True,A series of connected spherical and cylindrical segments forming a jointed structure.,866
00038068,True,A hollow cylindrical tube with a vertical slit.,866
00037777,True,A rectangular block with a pyramid on top.,866
00032572,True,A ring with a flat circular top.,866
00031876,True,A hollow conical tube with a flanged base.,866
00035142,True,A cylindrical disc with a rectangular cutout through its center.,866
00037162,True,An L-shaped bracket with a curved inner corner.,866
00031846,True,An L-shaped bracket with a triangular cross-section.,866
00033249,True,A cylindrical disc with a raised edge.,866
00031770,True,An L-shaped bracket with a flange on one end.,866
00035013,True,A square pyramid.,866
00032774,True,A flat rectangular plate.,866
00034671,True,A cylindrical rod with a conical tip and a flanged base.,866
00033977,True,A cylindrical rod with a three-lobed top and a flanged base.,866
00038754,True,A cylindrical rod with a conical tip and a flanged base.,866
00033210,True,An L-shaped bracket with holes for mounting.,866
00037814,True,A bracket with two cylindrical holes and a sloped top surface.,866
00030274,True,A flat circular ring.,866
00035272,True,A hollow cylindrical cup with a flared base.,866
00032929,True,A lens-shaped object.,866
00031126,True,A hexagonal nut with a central threaded hole.,866
00034123,True,A triangular pyramid.,866
00035212,True,A flat rectangular plate.,866
00036117,True,A sphere with a flat circular cut on one side.,866
00035945,True,A tapered cylindrical object with a hole through the center.,866
00038202,True,A chess pawn piece.,866
00031911,True,A cylindrical disc with four evenly spaced holes.,866
00035381,True,A rectangular block with a stepped profile on one side.,866
00037963,True,A cylindrical rod with a stepped profile.,866
00031845,True,An L-shaped bracket.,866
00033008,True,A flat square plate with a small cube attached to one corner.,866
00038209,True,A chess pawn-like shape with a spherical top and a flared base.,866
00036229,True,An L-shaped block with a rectangular cutout.,866
00036536,True,A funnel-shaped object with a cylindrical handle.,866
00039774,True,A cylindrical rod with a flanged base and a through hole.,866
00030965,True,A flat rectangular plate.,866
00038380,True,An L-shaped block with a rectangular cutout.,866
00037242,True,A tapered rectangular block.,866
00034878,True,A cylindrical rod with a conical tip and a flanged base.,866
00037980,True,A cylindrical rod.,866
00034255,True,A T-shaped bracket with a central hole.,866
00032842,True,A rectangular block with a large circular hole through one end.,866
00037161,True,A flat square plate with a central rectangular hole.,866
00034353,True,A tapered rectangular block.,866
00030056,True,A torus.,866
00034376,True,A flanged cylindrical component with a central hole.,866
00030991,True,A cylindrical rod with a hollow section and a groove around its circumference.,866
00031872,True,A tapered rod with a triangular cross-section.,866
00032280,True,A cylindrical rod with a conical tip and a side hole.,866
00038201,True,A cylindrical rod with a spherical top and a flanged base.,866
00031343,True,A cylindrical disc with a straight slot across the top surface.,866
00037544,True,A flat rectangular plate.,866
00030689,True,A hollow cylindrical object with flared ends.,866
00039786,False,N/A,866
00037476,True,A bullet-shaped object with a cylindrical base and a conical tip.,866
00038016,True,A cylindrical ring with a central hole.,866
00039104,True,A cylindrical rod with a flanged base.,866
00034072,True,A flat square plate.,866
00031813,True,"A long, thin cylindrical rod.",866
00035498,True,A triangular prism.,866
00039965,True,A cylindrical component with a central cutout and a stepped base.,866
00037271,True,A thick ring or torus.,866
00035574,True,A cylindrical rod.,866
00030648,True,A rectangular block with a circular through hole.,866
00033462,True,A tapered block with a stepped edge.,866
00034754,True,A round knob with a central hole and a protruding tab.,866
00037373,True,A cylindrical rod.,866
00035121,True,An L-shaped bracket with a vertical and horizontal extension.,866
00032159,True,A rectangular block with a chamfered edge.,866
00038884,True,A rectangular block.,866
00033019,True,A rectangular block with a large circular through hole and a smaller circular indentation on one face.,866
00038155,True,A hollow cylindrical tube.,866
00035940,True,A tapered rectangular block.,866
00033887,True,A rectangular block with rounded edges.,866
00031429,True,A flat disc with a central hole.,866
00034168,True,An L-shaped bracket with multiple holes.,866
00034053,True,A cylindrical rod with a conical tip.,866
00034230,True,An L-shaped block with a rectangular base and vertical extension.,866
00039358,True,A rectangular block with a triangular prism on top.,866
00031825,True,A cylindrical rod with a central through hole and a flanged base.,866
00031470,True,A flat rectangular plate with a central rectangular cutout.,866
00031784,True,A cylindrical rod with a flanged base.,866
00031000,True,A tapered cylindrical rod.,866
00032269,True,A rectangular block with a small hole on one face.,866
00031075,True,A curved pipe with threaded ends.,866
00035501,True,A flat square plate with a rectangular cutout.,866
00035481,True,A tapered flat piece with a circular hole near the wider end.,866
00030163,True,A rectangular block with a triangular prism on top.,866
00033380,True,A cylindrical rod with a conical tip and a hollow base.,866
00037804,True,A cylindrical rod with a wider cylindrical section in the middle.,866
00036570,True,A circular flange with multiple holes and a central cylindrical protrusion.,866
00032964,True,"A flat, elongated plate with two holes at each end.",866
00038385,True,An L-shaped bracket with a rectangular cross-section.,866
00036900,True,A wedge-shaped block with a circular hole near one edge.,866
00039370,True,A tapered rectangular block with two holes through its length.,866
00034013,True,A tetrahedron.,866
00037188,True,A cylindrical cap with an internal ridge and a central hole.,866
00030783,True,A cylindrical disc with a central hole.,866
00038064,True,A hollow cylindrical tube.,866
00032918,True,A flat circular disc.,866
00030291,True,A bracket with a circular cutout and angled support.,866
00035734,True,A cylindrical rod with a spherical center.,866
00036259,True,A bracket with two cylindrical arms and through holes.,866
00039873,True,A bracket-like object with a rounded top and two holes.,866
00030933,True,A star-shaped plate.,866
00032407,True,A cylindrical rod with a flanged base and a hollow center.,866
00031914,True,A hollow cylindrical tube.,866
00038211,True,A chess pawn.,866
00038807,True,A cylindrical rod with a flanged base and a central hole.,866
00039685,True,A cylindrical rod with a flanged base and a flat top.,866
00030263,True,A cylindrical rod with a flanged base and a hollow center.,866
00032623,True,A cylindrical rod with a conical tip and a flanged base.,866
00031598,True,A cylindrical rod with a conical tip and a flanged base.,866
00036295,True,A cylindrical rod.,866
00037327,True,A flat circular disc with a triangular indentation on top.,866
00031694,True,A cylindrical rod with a conical tip and a flanged base.,866
00032571,True,A flat circular disc.,866
00035814,True,A cylindrical disc with a central circular cutout.,866
00035548,True,A rectangular block with an L-shaped extension.,866
00030547,True,A cylindrical rod with two flanged sections and central shaft.,866
00033271,True,A series of connected spheres of varying sizes.,866
00031121,True,A cylindrical ring with a central hole and a groove around its outer surface.,866
00038784,True,A cylindrical rod with a conical tip and a flanged base.,866
00034748,True,A triangular prism.,866
00036937,True,A fork-shaped bracket with three prongs and a central slot.,866
00037760,True,A wedge-shaped block with a flat base and sloped sides.,866
00034606,True,A flat square plate.,866
00035555,True,A block with a C-shaped cutout.,866
00035202,True,A square plate with a large central circular hole.,866
00030113,True,A cylindrical rod with a central through hole.,866
00030128,True,A flat circular disc with a central hole.,866
00036063,True,A dumbbell-shaped object with two circular ends connected by a cylindrical rod.,866
00039195,True,A block with a triangular prism on top and a T-shaped cutout.,866
00031806,True,A flat rectangular plate.,866
00038731,True,A cylindrical ring with a stepped outer profile.,866
00038058,True,A hollow cylindrical tube with a flanged base.,866
00032715,True,A bolt with a hexagonal socket head.,866
00035157,True,A tapered rectangular block.,866
00032857,True,A hemisphere.,866
00033229,True,A cylindrical rod with a hemispherical top.,866
00035757,True,A cylindrical disc with a rectangular tab extending from the side.,866
00031512,True,A hollow cylindrical cup with a slightly tapered shape.,866
00033222,True,A rectangular block with a triangular prism on top.,866
00032102,True,A flat circular ring.,866
00037972,True,A cylindrical rod.,866
00036100,True,A cylindrical rod.,866
00032953,True,A cylindrical ring with a central hole and a groove around the outer surface.,866
00033573,True,A cylindrical rod with a conical tip and a flanged base.,866
00034139,True,A cylindrical rod with a conical tip and a flanged base.,866
00034135,True,A long cylindrical rod with a bent end and a flat rectangular base.,866
00036280,True,A hexagonal nut with a circular outer profile.,866
00036951,True,A rectangular block with a tapered end.,866
00039046,True,A rectangular block with multiple circular holes along its length.,866
00039981,True,A hollow cube with a circular hole through the top face.,866
00032263,True,A square plate with a central circular hole and beveled edges.,866
00039896,True,A cylindrical rod with a smaller cylindrical extension on one end and a flanged base.,866
00030985,True,A stepped triangular prism.,866
00033684,True,A cylindrical rod.,866
00039825,True,A toroidal ring.,866
00031003,True,"A round, flat disc with concentric stepped indentations on one side.",866
00034726,True,A C-shaped ring.,866
00034260,True,A rectangular block with a triangular prism on top.,866
00035172,True,A flat rectangular plate.,866
00038782,True,A cylindrical rod with a flanged base.,866
00037440,True,A round disc with a central hole and two small tabs on the edge.,866
00035110,True,A quarter cylinder with a rectangular extension.,866
00034897,True,A cylindrical sleeve with a central through hole.,866
00035241,True,A rectangular block.,866
00036763,True,A rectangular block with a triangular prism on top.,866
00037793,True,A cylindrical rod with a flanged base.,866
00031842,True,A flat rectangular plate.,866
00036745,True,A cylindrical object with a central hole on the top face.,866
00033624,True,A rectangular block with a triangular prism on top and a hole through one face.,866
00038579,True,An L-shaped block with varying thickness.,866
00034990,True,An L-shaped block with a stepped cutout.,866
00038720,True,A cylindrical rod with a conical tip and a flanged base.,866
00039232,True,A cylindrical disc with a groove around its circumference.,866
00032962,True,A flat rectangular bar with a hole at each end.,866
00035813,True,A hollow cylindrical object with a thicker base.,866
00036569,True,A cylindrical rod with multiple through holes along its length.,866
00034801,True,A cylindrical rod with a conical tip and a flanged base.,866
00031521,True,A cylindrical rod with a flanged base and a central hole.,866
00034755,True,A torus with a cylindrical protrusion on one side.,866
00038052,True,A flat circular disc.,866
00030393,True,A tapered rectangular rod.,866
00034456,True,A cylindrical cap with a rounded top and a hollow interior.,866
00039223,False,N/A,866
00034879,True,A tapered cylindrical rod with a flanged base and a central hole.,866
00032951,True,A cylindrical rod with a central through hole.,866
00033120,True,A bowl with a circular base and a central hole.,866
00036001,True,A cylindrical rod with a conical tip.,866
00030006,True,A cylindrical bushing with a central hole.,866
00031387,True,A flat rectangular plate with two holes.,866
00030369,True,A cylindrical disc with four evenly spaced through holes.,866
00035778,True,A cylindrical disc with a central hole.,866
00035809,True,A cylindrical rod with a conical tip and a flanged base.,866
00030159,True,A cylindrical rod with conical tips and a central hole.,866
00034470,True,A wedge-shaped block with a semicircular groove and a through hole.,866
00036245,True,A flat circular disc.,866
00037031,True,A wedge-shaped block with a hole through the top surface.,866
00032968,True,"A flat, elongated bracket with two circular holes.",866
00039622,True,A cylindrical rod with a conical tip and a flanged base.,866
00037391,True,A cylindrical rod.,866
00030218,True,A sphere with a square indentation on one side and a circular indentation on the opposite side.,866
00034070,True,"A flat, square plate.",866
00038230,True,A tapered rectangular block with two circular holes on the top surface.,866
00039395,True,A flat rectangular plate.,866
00039967,True,A conical object with a cylindrical top and a central hole.,866
00034593,True,A bent cylindrical pipe with a flanged end and a hole on one side.,866
00033534,True,A cylindrical rod.,866
00037189,True,A cylindrical rod with stepped sections and a flanged end.,866
00038470,True,A hollow conical object with a circular base.,866
00034664,True,A circular flange with multiple holes.,866
00038601,True,A flat rectangular plate with a curved groove on the surface.,866
00036908,True,A rectangular block with a small cylindrical hole near one corner.,866
00033901,True,A cylindrical rod with a conical tip and a flanged base.,866
00031867,True,"A thin, flat rectangular plate.",866
00030404,True,A tapered rectangular block.,866
00036341,True,A cylindrical rod with a conical tip and a flanged base.,866
00037277,True,A cylindrical rod with a flanged base and a conical tip.,866
00037259,True,A cylindrical rod with a hemispherical end.,866
00034491,True,A hook-shaped bracket with a circular hole.,866
00037924,True,A hexagonal nut with a central threaded hole.,866
00038584,True,A half-cylinder with a flat base and hollow interior.,866
00038476,True,A flat rectangular plate.,866
00037784,True,A hollow cylindrical tube with a flanged base.,866
00037007,True,A cylindrical wheel with a central hub and a recessed face.,866
00039556,True,A cylindrical rod with a conical tip.,866
00035480,True,A tapered rod with a circular hole near the wider end.,866
00032002,True,A rectangular block with a tapered end.,866
00035188,True,A hexagonal prism.,866
00030982,True,An L-shaped bracket with a protruding rod.,866
00035304,True,A conical object with a circular base and a central hole.,866
00030408,True,A cylindrical rod with a central groove.,866
00032098,True,A cylindrical ring with a thick wall.,866
00035731,True,A cylindrical rod with a conical tip and a flanged base.,866
00037995,True,A tapered rectangular block with two holes.,866
00039808,True,A cylindrical rod with a conical tip and a flanged base.,866
00039589,True,A rectangular block with a rounded end.,866
00035204,True,A square plate with a central circular hole.,866
00036317,True,A cylindrical rod with a flanged base and a central through hole.,866
00039042,True,A cylindrical ring.,866
00035493,True,A cylindrical disc.,866
00039958,True,A sphere with a circular indentation on one side.,866
00035612,True,A cylindrical object with a flat top and a hollow bottom.,866
00032264,True,A hollow cylindrical cup with a tapered shape.,866
00036068,True,A cylindrical rod with a central thicker section.,866
00039252,True,A rectangular block with a triangular prism on top of one face.,866
00039374,True,Two connected cylindrical discs with through holes.,866
00037250,True,A pentagonal prism with a rectangular cutout on one face.,866
00031531,True,A spherical object with a wedge-shaped cutout.,866
00032476,True,An elongated block with two through holes and tapered ends.,866
00037951,True,A cylindrical rod with a flanged base and a capped end.,866
00032815,True,A rectangular block with a hole near one corner.,866
